oblast;raion;hromada;level;started_at;finished_at
Volynska oblast;;;oblast;18.03.2022 8:08;18.03.2022 8:47
Lvivska oblast;;;oblast;18.03.2022 8:08;18.03.2022 8:47
Ternopilska oblast;;;oblast;18.03.2022 8:13;18.03.2022 9:17
Ivano-Frankivska oblast;;;oblast;18.03.2022 8:17;18.03.2022 8:51
Dnipropetrovska oblast;;;oblast;18.03.2022 9:26;18.03.2022 11:02
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;18.03.2022 9:29;18.03.2022 11:03
Kharkivska oblast;;;oblast;18.03.2022 9:29;18.03.2022 11:55
Zaporizka oblast;;;oblast;18.03.2022 9:30;18.03.2022 11:36
Mykolaivska oblast;Pervomaiskyi raion;m. Pervomaisk ta Pervomaiska terytorialna hromada;hromada;18.03.2022 9:33;18.03.2022 11:03
Poltavska oblast;Poltavskyi raion;m. Poltava ta Poltavska terytorialna hromada;hromada;18.03.2022 9:35;18.03.2022 12:38
Donetska oblast;Kramatorskyi raion;;raion;18.03.2022 9:45;18.03.2022 9:55
Kyiv;;;oblast;18.03.2022 9:48;18.03.2022 10:56
Zhytomyrska oblast;;;oblast;18.03.2022 9:48;18.03.2022 11:04
Kyivska oblast;Bilotserkivskyi raion;m. Bila Tserkva ta Bilotserkivska terytorialna hromada;hromada;18.03.2022 9:51;18.03.2022 12:18
Poltavska oblast;Lubenskyi raion;m. Lubny ta Lubenska terytorialna hromada;hromada;18.03.2022 9:52;18.03.2022 12:38
Odeska oblast;;;oblast;18.03.2022 10:07;18.03.2022 10:14
Vinnytska oblast;;;oblast;18.03.2022 10:09;18.03.2022 10:54
Cherkaska oblast;Zvenyhorodskyi raion;;raion;18.03.2022 10:11;18.03.2022 10:56
Cherkaska oblast;Umanskyi raion;;raion;18.03.2022 10:11;18.03.2022 10:57
Cherkaska oblast;Cherkaskyi raion;;raion;18.03.2022 10:11;18.03.2022 10:57
Cherkaska oblast;Zolotoniskyi raion;;raion;18.03.2022 10:11;18.03.2022 10:57
Cherkaska oblast;;;oblast;18.03.2022 10:12;18.03.2022 10:56
Rivnenska oblast;;;oblast;18.03.2022 10:19;18.03.2022 10:40
Volynska oblast;;;oblast;18.03.2022 10:20;18.03.2022 10:41
Ternopilska oblast;;;oblast;18.03.2022 10:22;18.03.2022 10:43
Khmelnytska oblast;Khmelnytskyi raion;m. Starokostiantyniv ta Starokostiantynivska terytorialna hromada;hromada;18.03.2022 10:24;18.03.2022 10:42
Poltavska oblast;;;oblast;18.03.2022 10:29;18.03.2022 12:37
Donetska oblast;Bakhmutskyi raion;Toretska terytorialna hromada;hromada;18.03.2022 11:02;18.03.2022 11:54
Donetska oblast;Kramatorskyi raion;;raion;18.03.2022 11:03;18.03.2022 12:35
Dnipropetrovska oblast;Dniprovskyi raion;m. Dnipro ta Dniprovska terytorialna hromada;hromada;18.03.2022 11:12;18.03.2022 11:31
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;18.03.2022 11:18;18.03.2022 11:33
Kharkivska oblast;;;oblast;18.03.2022 11:55;18.03.2022 13:05
Kyiv;;;oblast;18.03.2022 12:46;18.03.2022 13:50
Cherkaska oblast;Cherkaskyi raion;m. Cherkasy ta Cherkaska terytorialna hromada;hromada;18.03.2022 12:48;18.03.2022 13:30
Cherkaska oblast;;;oblast;18.03.2022 12:50;18.03.2022 13:29
Kyivska oblast;Boryspilskyi raion;m. Boryspil ta Boryspilska terytorialna hromada;hromada;18.03.2022 12:55;18.03.2022 13:32
Donetska oblast;Kramatorskyi raion;;raion;18.03.2022 12:55;18.03.2022 13:09
Chernihivska oblast;;;oblast;18.03.2022 13:19;18.03.2022 14:13
Kharkivska oblast;;;oblast;18.03.2022 13:25;18.03.2022 13:32
Kharkivska oblast;;;oblast;18.03.2022 14:03;18.03.2022 15:33
Dnipropetrovska oblast;;;oblast;18.03.2022 14:39;18.03.2022 15:29
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;18.03.2022 14:40;18.03.2022 15:31
Zaporizka oblast;;;oblast;18.03.2022 14:43;18.03.2022 15:34
Sumska oblast;Sumskyi raion;m. Sumy ta Sumska terytorialna hromada;hromada;18.03.2022 14:53;18.03.2022 16:11
Poltavska oblast;Poltavskyi raion;m. Poltava ta Poltavska terytorialna hromada;hromada;18.03.2022 14:56;18.03.2022 15:35
Kyivska oblast;Buchanskyi raion;Makarivska terytorialna hromada;hromada;18.03.2022 15:01;18.03.2022 15:44
Zhytomyrska oblast;Korostenskyi raion;;raion;18.03.2022 15:01;18.03.2022 15:42
Zhytomyrska oblast;Zhytomyrskyi raion;;raion;18.03.2022 15:01;18.03.2022 15:42
Kyivska oblast;Bilotserkivskyi raion;m. Bila Tserkva ta Bilotserkivska terytorialna hromada;hromada;18.03.2022 15:03;18.03.2022 15:44
Kharkivska oblast;;;oblast;18.03.2022 15:39;18.03.2022 16:22
Dnipropetrovska oblast;Synelnykivskyi raion;m. Pershotravensk ta Pershotravenska terytorialna hromada;hromada;18.03.2022 15:39;18.03.2022 16:14
Zhytomyrska oblast;Zhytomyrskyi raion;Radomyshlska terytorialna hromada;hromada;18.03.2022 18:08;18.03.2022 20:38
Donetska oblast;Donetskyi raion;;raion;18.03.2022 18:13;18.03.2022 18:52
Donetska oblast;Pokrovskyi raion;;raion;18.03.2022 18:13;18.03.2022 18:52
Donetska oblast;Kramatorskyi raion;;raion;18.03.2022 18:14;18.03.2022 18:52
Zhytomyrska oblast;;;oblast;18.03.2022 18:14;18.03.2022 20:37
Kharkivska oblast;;;oblast;18.03.2022 18:37;18.03.2022 19:15
Donetska oblast;Kramatorskyi raion;Druzhkivska terytorialna hromada;hromada;18.03.2022 18:43;18.03.2022 18:52
Donetska oblast;Kramatorskyi raion;Kostiantynivska terytorialna hromada;hromada;18.03.2022 18:43;18.03.2022 18:52
Zaporizka oblast;Melitopolskyi raion;Kostiantynivska terytorialna hromada;hromada;18.03.2022 18:43;18.03.2022 18:52
Mykolaivska oblast;Mykolaivskyi raion;Kostiantynivska terytorialna hromada;hromada;18.03.2022 18:43;18.03.2022 18:52
Khersonska oblast;Kakhovskyi raion;Kostiantynivska terytorialna hromada;hromada;18.03.2022 18:43;18.03.2022 18:52
Dnipropetrovska oblast;Synelnykivskyi raion;Pokrovska terytorialna hromada;hromada;18.03.2022 18:44;18.03.2022 18:52
Dnipropetrovska oblast;Nikopolskyi raion;Pokrovska terytorialna hromada;hromada;18.03.2022 18:44;18.03.2022 18:52
Donetska oblast;Pokrovskyi raion;Pokrovska terytorialna hromada;hromada;18.03.2022 18:44;18.03.2022 18:52
Dnipropetrovska oblast;Synelnykivskyi raion;m. Pershotravensk ta Pershotravenska terytorialna hromada;hromada;18.03.2022 18:53;18.03.2022 20:32
Kyiv;;;oblast;18.03.2022 19:00;18.03.2022 19:42
Kyivska oblast;Obukhivskyi raion;m. Vasylkiv ta Vasylkivska terytorialna hromada;hromada;18.03.2022 19:02;18.03.2022 20:30
Donetska oblast;Kramatorskyi raion;Sviatohirska terytorialna hromada;hromada;18.03.2022 19:40;18.03.2022 21:00
Kyiv;;;oblast;18.03.2022 19:48;18.03.2022 20:27
Poltavska oblast;Lubenskyi raion;m. Lubny ta Lubenska terytorialna hromada;hromada;18.03.2022 19:49;18.03.2022 20:27
Poltavska oblast;Lubenskyi raion;m. Pyriatyn ta Pyriatynska terytorialna hromada;hromada;18.03.2022 19:49;18.03.2022 20:27
Cherkaska oblast;Cherkaskyi raion;m. Cherkasy ta Cherkaska terytorialna hromada;hromada;18.03.2022 19:50;18.03.2022 20:28
Cherkaska oblast;Cherkaskyi raion;Smilianska terytorialna hromada;hromada;18.03.2022 19:50;18.03.2022 20:28
Cherkaska oblast;Umanskyi raion;Umanska terytorialna hromada;hromada;18.03.2022 19:51;18.03.2022 20:28
Cherkaska oblast;Zvenyhorodskyi raion;m. Vatutine ta Vatutinska terytorialna hromada;hromada;18.03.2022 19:51;18.03.2022 20:28
Kyivska oblast;Bilotserkivskyi raion;m. Bila Tserkva ta Bilotserkivska terytorialna hromada;hromada;18.03.2022 19:52;18.03.2022 20:30
Mykolaivska oblast;Mykolaivskyi raion;;raion;18.03.2022 19:53;18.03.2022 20:30
Mykolaivska oblast;Voznesenskyi raion;m. Voznesensk ta Voznesenska terytorialna hromada;hromada;18.03.2022 19:54;18.03.2022 20:30
Kirovohradska oblast;Kropyvnytskyi raion;;raion;18.03.2022 19:55;18.03.2022 20:28
Kyivska oblast;Bilotserkivskyi raion;m. Bila Tserkva ta Bilotserkivska terytorialna hromada;hromada;18.03.2022 20:39;18.03.2022 20:47
Kyivska oblast;Bilotserkivskyi raion;Uzynska terytorialna hromada;hromada;18.03.2022 20:39;18.03.2022 20:47
Kyivska oblast;Obukhivskyi raion;m. Vasylkiv ta Vasylkivska terytorialna hromada;hromada;18.03.2022 20:39;18.03.2022 20:47
Vinnytska oblast;;;oblast;18.03.2022 21:00;18.03.2022 21:46
Kyivska oblast;Obukhivskyi raion;m. Vasylkiv ta Vasylkivska terytorialna hromada;hromada;18.03.2022 21:02;18.03.2022 21:51
Kyiv;;;oblast;18.03.2022 21:02;18.03.2022 21:47
Kyivska oblast;Bilotserkivskyi raion;m. Bila Tserkva ta Bilotserkivska terytorialna hromada;hromada;18.03.2022 21:02;18.03.2022 21:51
Cherkaska oblast;Umanskyi raion;Umanska terytorialna hromada;hromada;18.03.2022 21:04;18.03.2022 21:49
Zhytomyrska oblast;;;oblast;18.03.2022 21:04;18.03.2022 21:49
Kirovohradska oblast;Holovanivskyi raion;;raion;18.03.2022 21:05;18.03.2022 22:46
Khmelnytska oblast;Khmelnytskyi raion;m. Starokostiantyniv ta Starokostiantynivska terytorialna hromada;hromada;18.03.2022 21:09;18.03.2022 21:58
Khmelnytska oblast;Shepetivskyi raion;;raion;18.03.2022 21:09;18.03.2022 21:58
Zhytomyrska oblast;Korostenskyi raion;m. Korosten ta Korostenska terytorialna hromada;hromada;18.03.2022 22:26;19.03.2022 0:02
Kharkivska oblast;;;oblast;18.03.2022 22:26;18.03.2022 23:56
Zhytomyrska oblast;;;oblast;18.03.2022 22:27;19.03.2022 0:02
Kyivska oblast;Obukhivskyi raion;m. Vasylkiv ta Vasylkivska terytorialna hromada;hromada;18.03.2022 23:08;19.03.2022 0:09
Kyiv;;;oblast;18.03.2022 23:12;19.03.2022 0:02
Kyivska oblast;Boryspilskyi raion;m. Boryspil ta Boryspilska terytorialna hromada;hromada;18.03.2022 23:21;19.03.2022 0:09
Kyivska oblast;Brovarskyi raion;m. Brovary ta Brovarska terytorialna hromada;hromada;18.03.2022 23:21;19.03.2022 0:08
Donetska oblast;Kramatorskyi raion;;raion;18.03.2022 23:29;18.03.2022 23:50
Zhytomyrska oblast;;;oblast;19.03.2022 0:19;19.03.2022 0:50
Chernihivska oblast;;;oblast;19.03.2022 2:24;19.03.2022 4:04
Kyiv;;;oblast;19.03.2022 6:29;19.03.2022 8:06
Zhytomyrska oblast;;;oblast;19.03.2022 6:29;19.03.2022 8:07
Chernihivska oblast;;;oblast;19.03.2022 6:40;19.03.2022 20:54
Kyivska oblast;;;oblast;19.03.2022 6:43;19.03.2022 8:17
Kyiv;;;oblast;19.03.2022 8:45;19.03.2022 9:19
Zhytomyrska oblast;;;oblast;19.03.2022 8:46;19.03.2022 9:20
Donetska oblast;Kramatorskyi raion;Sviatohirska terytorialna hromada;hromada;19.03.2022 9:21;19.03.2022 10:05
Zhytomyrska oblast;;;oblast;19.03.2022 9:39;19.03.2022 9:59
Kharkivska oblast;;;oblast;19.03.2022 11:06;19.03.2022 11:10
Mykolaivska oblast;Mykolaivskyi raion;m. Mykolaiv ta Mykolaivska terytorialna hromada;hromada;19.03.2022 11:16;19.03.2022 11:51
Kyiv;;;oblast;19.03.2022 12:03;19.03.2022 12:42
Zhytomyrska oblast;;;oblast;19.03.2022 12:04;19.03.2022 12:43
Kyivska oblast;;;oblast;19.03.2022 12:07;19.03.2022 12:52
Ivano-Frankivska oblast;;;oblast;19.03.2022 13:30;19.03.2022 13:45
Volynska oblast;;;oblast;19.03.2022 13:30;19.03.2022 13:47
Rivnenska oblast;;;oblast;19.03.2022 13:30;19.03.2022 13:47
Khmelnytska oblast;;;oblast;19.03.2022 13:32;19.03.2022 13:49
Lvivska oblast;;;oblast;19.03.2022 13:33;19.03.2022 13:54
Ternopilska oblast;;;oblast;19.03.2022 13:34;19.03.2022 13:51
Kyiv;;;oblast;19.03.2022 13:45;19.03.2022 15:35
Zhytomyrska oblast;;;oblast;19.03.2022 13:46;19.03.2022 15:37
Dnipropetrovska oblast;Nikopolskyi raion;m. Nikopol ta Nikopolska terytorialna hromada;hromada;19.03.2022 13:49;19.03.2022 14:37
Kyivska oblast;;;oblast;19.03.2022 14:01;19.03.2022 15:47
Cherkaska oblast;;;oblast;19.03.2022 14:06;19.03.2022 14:58
Kharkivska oblast;;;oblast;19.03.2022 16:28;19.03.2022 17:00
Poltavska oblast;;;oblast;19.03.2022 16:31;19.03.2022 16:46
Vinnytska oblast;;;oblast;19.03.2022 17:06;19.03.2022 18:30
Odeska oblast;;;oblast;19.03.2022 17:06;19.03.2022 18:37
Dnipropetrovska oblast;;;oblast;19.03.2022 17:09;19.03.2022 18:01
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;19.03.2022 17:10;19.03.2022 18:02
Volynska oblast;;;oblast;19.03.2022 17:11;19.03.2022 18:35
Khmelnytska oblast;;;oblast;19.03.2022 17:11;19.03.2022 18:31
Rivnenska oblast;;;oblast;19.03.2022 17:11;19.03.2022 18:34
Zaporizka oblast;;;oblast;19.03.2022 17:11;19.03.2022 18:03
Ivano-Frankivska oblast;;;oblast;19.03.2022 17:12;19.03.2022 18:31
Poltavska oblast;Poltavskyi raion;m. Poltava ta Poltavska terytorialna hromada;hromada;19.03.2022 17:14;19.03.2022 18:04
Ternopilska oblast;;;oblast;19.03.2022 17:14;19.03.2022 18:39
Lvivska oblast;;;oblast;19.03.2022 17:15;19.03.2022 18:33
Cherkaska oblast;Umanskyi raion;Umanska terytorialna hromada;hromada;19.03.2022 17:16;19.03.2022 18:16
Kharkivska oblast;;;oblast;19.03.2022 17:30;19.03.2022 18:52
Donetska oblast;Kramatorskyi raion;;raion;19.03.2022 19:44;19.03.2022 20:07
Donetska oblast;Kramatorskyi raion;;raion;19.03.2022 20:19;19.03.2022 20:26
Kharkivska oblast;;;oblast;19.03.2022 21:02;19.03.2022 22:00
Dnipropetrovska oblast;Synelnykivskyi raion;m. Pershotravensk ta Pershotravenska terytorialna hromada;hromada;19.03.2022 21:02;19.03.2022 22:08
Dnipropetrovska oblast;;;oblast;19.03.2022 21:07;19.03.2022 22:06
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;19.03.2022 21:08;19.03.2022 22:06
Zaporizka oblast;;;oblast;19.03.2022 21:22;19.03.2022 22:10
Odeska oblast;Odeskyi raion;;raion;19.03.2022 21:40;19.03.2022 21:59
Poltavska oblast;Lubenskyi raion;m. Lubny ta Lubenska terytorialna hromada;hromada;19.03.2022 21:45;19.03.2022 22:35
Chernihivska oblast;;;oblast;19.03.2022 22:19;19.03.2022 22:38
Kharkivska oblast;;;oblast;19.03.2022 22:19;20.03.2022 7:31
Donetska oblast;Kramatorskyi raion;m. Kramatorsk ta Kramatorska terytorialna hromada;hromada;19.03.2022 23:23;19.03.2022 23:36
Volynska oblast;;;oblast;20.03.2022 0:32;20.03.2022 1:30
Rivnenska oblast;;;oblast;20.03.2022 0:36;20.03.2022 1:30
Ternopilska oblast;;;oblast;20.03.2022 0:39;20.03.2022 1:45
Khmelnytska oblast;;;oblast;20.03.2022 0:40;20.03.2022 1:35
Zhytomyrska oblast;;;oblast;20.03.2022 0:50;20.03.2022 2:10
Kyiv;;;oblast;20.03.2022 1:00;20.03.2022 1:28
Kyivska oblast;;;oblast;20.03.2022 1:17;20.03.2022 2:14
Kyiv;;;oblast;20.03.2022 1:30;20.03.2022 2:09
Chernihivska oblast;Nizhynskyi raion;;raion;20.03.2022 1:52;20.03.2022 8:33
Chernihivska oblast;Prylutskyi raion;;raion;20.03.2022 1:53;20.03.2022 8:33
Kyiv;;;oblast;20.03.2022 3:04;20.03.2022 3:26
Chernihivska oblast;;;oblast;20.03.2022 6:57;20.03.2022 8:33
Kyiv;;;oblast;20.03.2022 6:59;20.03.2022 8:31
Khmelnytska oblast;;;oblast;20.03.2022 7:14;20.03.2022 8:32
Odeska oblast;;;oblast;20.03.2022 7:19;20.03.2022 8:05
Vinnytska oblast;;;oblast;20.03.2022 7:20;20.03.2022 8:30
Zhytomyrska oblast;;;oblast;20.03.2022 7:24;20.03.2022 8:32
Cherkaska oblast;Cherkaskyi raion;m. Cherkasy ta Cherkaska terytorialna hromada;hromada;20.03.2022 7:24;20.03.2022 8:31
Cherkaska oblast;;;oblast;20.03.2022 7:25;20.03.2022 8:31
Volynska oblast;;;oblast;20.03.2022 7:25;20.03.2022 8:35
Rivnenska oblast;;;oblast;20.03.2022 7:25;20.03.2022 8:33
Dnipropetrovska oblast;;;oblast;20.03.2022 7:26;20.03.2022 8:26
Ivano-Frankivska oblast;;;oblast;20.03.2022 7:26;20.03.2022 8:32
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;20.03.2022 7:27;20.03.2022 8:27
Lvivska oblast;;;oblast;20.03.2022 7:27;20.03.2022 8:34
Kyivska oblast;;;oblast;20.03.2022 7:27;20.03.2022 8:41
Zaporizka oblast;;;oblast;20.03.2022 7:30;20.03.2022 8:28
Kharkivska oblast;;;oblast;20.03.2022 7:31;20.03.2022 8:28
Kirovohradska oblast;;;oblast;20.03.2022 7:32;20.03.2022 8:31
Poltavska oblast;;;oblast;20.03.2022 7:32;20.03.2022 8:31
Ternopilska oblast;;;oblast;20.03.2022 7:32;20.03.2022 8:37
Mykolaivska oblast;;;oblast;20.03.2022 7:37;20.03.2022 8:36
Sumska oblast;;;oblast;20.03.2022 7:57;20.03.2022 8:32
Cherkaska oblast;Umanskyi raion;Umanska terytorialna hromada;hromada;20.03.2022 8:38;20.03.2022 9:07
Kirovohradska oblast;Kropyvnytskyi raion;;raion;20.03.2022 8:39;20.03.2022 9:07
Kyiv;;;oblast;20.03.2022 13:31;20.03.2022 14:54
Vinnytska oblast;;;oblast;20.03.2022 13:34;20.03.2022 14:14
Cherkaska oblast;Umanskyi raion;Umanska terytorialna hromada;hromada;20.03.2022 13:36;20.03.2022 14:15
Zhytomyrska oblast;;;oblast;20.03.2022 13:38;20.03.2022 14:15
Chernihivska oblast;;;oblast;20.03.2022 13:41;20.03.2022 14:07
Kyivska oblast;Bilotserkivskyi raion;m. Bila Tserkva ta Bilotserkivska terytorialna hromada;hromada;20.03.2022 13:46;20.03.2022 14:18
Kyivska oblast;Obukhivskyi raion;Myronivska terytorialna hromada;hromada;20.03.2022 13:46;20.03.2022 14:18
Zhytomyrska oblast;Zhytomyrskyi raion;;raion;20.03.2022 15:23;20.03.2022 16:48
Kyivska oblast;Buchanskyi raion;Makarivska terytorialna hromada;hromada;20.03.2022 15:43;20.03.2022 16:55
Zhytomyrska oblast;Novohrad-Volynskyi raion;;raion;20.03.2022 16:04;20.03.2022 16:48
Rivnenska oblast;Rivnenskyi raion;m. Rivne ta Rivnenska terytorialna hromada;hromada;20.03.2022 16:05;20.03.2022 16:43
Rivnenska oblast;Sarnenskyi raion;m. Sarny ta Sarnenska terytorialna hromada;hromada;20.03.2022 16:05;20.03.2022 16:44
Volynska oblast;;;oblast;20.03.2022 16:06;20.03.2022 16:46
Ternopilska oblast;;;oblast;20.03.2022 16:08;20.03.2022 16:50
Khmelnytska oblast;;;oblast;20.03.2022 16:29;20.03.2022 16:39
Zhytomyrska oblast;;;oblast;20.03.2022 18:07;20.03.2022 18:22
Khmelnytska oblast;Khmelnytskyi raion;m. Starokostiantyniv ta Starokostiantynivska terytorialna hromada;hromada;20.03.2022 18:11;20.03.2022 19:30
Poltavska oblast;Poltavskyi raion;m. Poltava ta Poltavska terytorialna hromada;hromada;20.03.2022 18:31;20.03.2022 19:00
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;20.03.2022 18:31;20.03.2022 19:07
Kyiv;;;oblast;20.03.2022 18:32;20.03.2022 18:59
Vinnytska oblast;;;oblast;20.03.2022 18:36;20.03.2022 19:02
Kyivska oblast;Obukhivskyi raion;m. Vasylkiv ta Vasylkivska terytorialna hromada;hromada;20.03.2022 18:39;20.03.2022 19:03
Dnipropetrovska oblast;Nikopolskyi raion;m. Nikopol ta Nikopolska terytorialna hromada;hromada;20.03.2022 18:42;20.03.2022 19:07
Poltavska oblast;Lubenskyi raion;m. Lubny ta Lubenska terytorialna hromada;hromada;20.03.2022 18:44;20.03.2022 19:36
Poltavska oblast;Kremenchutskyi raion;m. Kremenchuk ta Kremenchutska terytorialna hromada;hromada;20.03.2022 20:32;20.03.2022 21:22
Dnipropetrovska oblast;Nikopolskyi raion;m. Nikopol ta Nikopolska terytorialna hromada;hromada;20.03.2022 20:36;20.03.2022 21:04
Dnipropetrovska oblast;;;oblast;20.03.2022 20:37;20.03.2022 21:04
Dnipropetrovska oblast;Kryvorizkyi raion;m. Kryvyi Rih ta Kryvorizka terytorialna hromada;hromada;20.03.2022 20:37;20.03.2022 21:05
Zaporizka oblast;;;oblast;20.03.2022 20:44;20.03.2022 21:15
Chernihivska oblast;;;oblast;20.03.2022 20:48;20.03.2022 21:05
Zhytomyrska oblast;;;oblast;20.03.2022 20:49;20.03.2022 21:23
Sumska oblast;;;oblast;20.03.2022 22:32;21.03.2022 2:04
Zhytomyrska oblast;;;oblast;20.03.2022 22:48;21.03.2022 2:06
Kharkivska oblast;;;oblast;20.03.2022 22:50;20.03.2022 23:36
Zhytomyrska oblast;Korostenskyi raion;;raion;20.03.2022 22:55;21.03.2022 0:49
Kyivska oblast;Bilotserkivskyi raion;m. Bila Tserkva ta Bilotserkivska terytorialna hromada;hromada;20.03.2022 23:11;21.03.2022 2:14
Kyivska oblast;Fastivskyi raion;m. Fastiv ta Fastivska terytorialna hromada;hromada;20.03.2022 23:11;21.03.2022 2:15
Kyivska oblast;Bilotserkivskyi raion;Uzynska terytorialna hromada;hromada;20.03.2022 23:11;21.03.2022 2:14
Chernihivska oblast;;;oblast;20.03.2022 23:14;21.03.2022 9:05
Kyiv;;;oblast;20.03.2022 23:18;21.03.2022 2:05
Kyivska oblast;Obukhivskyi raion;m. Vasylkiv ta Vasylkivska terytorialna hromada;hromada;20.03.2022 23:20;21.03.2022 2:15
Zhytomyrska oblast;Korostenskyi raion;;raion;21.03.2022 0:49;21.03.2022 2:06
Kyivska oblast;Obukhivskyi raion;Myronivska terytorialna hromada;hromada;21.03.2022 0:51;21.03.2022 2:15
Kharkivska oblast;Kharkivskyi raion;;raion;21.03.2022 2:02;21.03.2022 3:27
Sumska oblast;Sumskyi raion;m. Sumy ta Sumska terytorialna hromada;hromada;21.03.2022 2:04;21.03.2022 3:20
Sumska oblast;Okhtyrskyi raion;m. Okhtyrka ta Okhtyrska terytorialna hromada;hromada;21.03.2022 2:04;21.03.2022 3:19
Poltavska oblast;Lubenskyi raion;m. Lubny ta Lubenska terytorialna hromada;hromada;21.03.2022 2:12;21.03.2022 2:34
Poltavska oblast;Myrhorodskyi raion;m. Myrhorod ta Myrhorodska terytorialna hromada;hromada;21.03.2022 2:12;21.03.2022 3:00
Donetska oblast;Kramatorskyi raion;;raion;21.03.2022 2:33;21.03.2022 3:23
Dnipropetrovska oblast;Synelnykivskyi raion;m. Pershotravensk ta Pershotravenska terytorialna hromada;hromada;21.03.2022 2:35;21.03.2022 3:13
Kharkivska oblast;Lozivskyi raion;;raion;21.03.2022 2:37;21.03.2022 3:27
Khmelnytska oblast;;;oblast;21.03.2022 3:31;21.03.2022 4:37
Lvivska oblast;;;oblast;21.03.2022 3:32;21.03.2022 4:45
Kyiv;;;oblast;21.03.2022 3:32;21.03.2022 4:17
Rivnenska oblast;;;oblast;21.03.2022 3:35;21.03.2022 4:44
Volynska oblast;;;oblast;21.03.2022 3:35;21.03.2022 4:45
Ternopilska oblast;;;oblast;21.03.2022 3:36;21.03.2022 4:49
Poltavska oblast;Lubenskyi raion;m. Lubny ta Lubenska terytorialna hromada;hromada;21.03.2022 3:36;21.03.2022 4:18
Kyivska oblast;;;oblast;21.03.2022 3:49;21.03.2022 4:23
Ivano-Frankivska oblast;;;oblast;21.03.2022 4:00;21.03.2022 6:11
Zhytomyrska oblast;;;oblast;21.03.2022 6:54;21.03.2022 8:08
Kyiv;;;oblast;21.03.2022 6:55;21.03.2022 8:06
Khmelnytska oblast;Khmelnytskyi raion;m. Starokostiantyniv ta Starokostiantynivska terytorialna hromada;hromada;21.03.2022 7:04;21.03.2022 7:55
Kyivska oblast;;;oblast;21.03.2022 7:09;21.03.2022 8:17
Donetska oblast;Kramatorskyi raion;;raion;21.03.2022 7:41;21.03.2022 8:10
Odeska oblast;Odeskyi raion;;raion;21.03.2022 7:42;21.03.2022 9:16
Mykolaivska oblast;Mykolaivskyi raion;m. Mykolaiv ta Mykolaivska terytorialna hromada;hromada;21.03.2022 7:42;21.03.2022 9:51
Volynska oblast;;;oblast;21.03.2022 7:45;21.03.2022 8:08
Rivnenska oblast;;;oblast;21.03.2022 7:46;21.03.2022 8:07
Ternopilska oblast;;;oblast;21.03.2022 7:49;21.03.2022 8:11
Vinnytska oblast;;;oblast;21.03.2022 8:04;21.03.2022 8:42
Cherkaska oblast;Umanskyi raion;Umanska terytorialna hromada;hromada;21.03.2022 8:05;21.03.2022 9:01
Kirovohradska oblast;Kropyvnytskyi raion;;raion;21.03.2022 8:09;21.03.2022 9:02
Mykolaivska oblast;Voznesenskyi raion;;raion;21.03.2022 8:13;21.03.2022 9:02
Zaporizka oblast;Polohivskyi raion;Voskresenska terytorialna hromada;hromada;21.03.2022 8:14;21.03.2022 8:14
Mykolaivska oblast;Mykolaivskyi raion;Voskresenska terytorialna hromada;hromada;21.03.2022 8:14;21.03.2022 8:14
Mykolaivska oblast;Pervomaiskyi raion;;raion;21.03.2022 8:15;21.03.2022 9:02
Kyiv;;;oblast;21.03.2022 8:49;21.03.2022 9:44
Poltavska oblast;Myrhorodskyi raion;m. Myrhorod ta Myrhorodska terytorialna hromada;hromada;21.03.2022 8:51;21.03.2022 9:46
Poltavska oblast;Poltavskyi raion;m. Poltava ta Poltavska terytorialna hromada;hromada;21.03.2022 8:51;21.03.2022 9:46
Kharkivska oblast;;;oblast;21.03.2022 8:51;21.03.2022 9:49
Zhytomyrska oblast;;;oblast;21.03.2022 8:52;21.03.2022 9:46
